"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"KCT
Kelappaji College of-Agrl. Engg. & Technology, Tavanur.","G","6465","10168","7736","7731","19513","14144","11036","-","-","-","23369","51212","EW:13483 PD:37372 PI:28 SD:29626"
