Program Category,Program Name,Degree,Program Type,Sanctioned Intake,Actual Intake,NRI,PIO,clg_name
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND ENGINEERING),M.Tech,Full Time,18,Admissions Pending,No,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,Admissions Pending,No,No,COLLEGE OF ENGINEERING ATTINGAL ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,Admissions Pending,No,No,COLLEGE OF ENGINEERING ATTINGAL ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,Admissions Pending,No,No,COLLEGE OF ENGINEERING ATTINGAL ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,120,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,120,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(IMAGE PROCESSING),M.Tech,Full Time,18,Admissions Pending,No,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,18,Admissions Pending,No,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,Admissions Pending,No,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,120,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING),M.Tech,Full Time,18,Admissions Pending,No,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,Admissions Pending,No,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(WIRELESS TECHNOLOGY),M.Tech,Full Time,12,Admissions Pending,No,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(POWER ELECTRONICS),M.Tech,Full Time,18,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,18,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,Admissions Pending,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
