"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"SCM
SCMS School of Engg. & Tech., Ernakulam","S","50576","-","-","-","-","-","-","-","-","-","-","-",""
