"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"MDL
Model Engineering College, Thrikkakkara.","N","10885","17120","14348","18518","15494","20816","12081","-","-","-","41497","-","EW:26413 MG:19236"
