"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"VJC
Viswajyothi College of Engg. & Technology,Vazhakulam.","S","50853","-","-","-","-","-","-","-","-","-","-","-","AC:39280"
