"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"SJC
St. Josephs College of Engineering and Technology,Palai.","S","29863","-","-","-","-","-","-","-","-","-","-","-",""
