Program Category,Program Name,Degree,Program Type,Sanctioned Intake,Actual Intake,NRI,PIO,clg_name
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,21,No,No,ACE COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,38,No,No,ACE COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,AERONAUTICAL ENGINEERING,B.Tech,Full Time,60,34,No,No,ACE COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,34,No,No,ACE COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,16,No,No,ACE COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,APPLIED ELECTRONICS & INSTRUMENTATION ENGINEERING,B.Tech,Full Time,60,32,Yes,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,50,Yes,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,54,Yes,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,75,Yes,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,114,Yes,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,39,Yes,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,61,Yes,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,24,2,No,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND ENGINEERING),M.Tech,Full Time,24,8,No,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(POWER ELECTRONICS AND POWER SYSTEMS),M.Tech,Full Time,24,7,No,No,ADI SHANKARA INSTITUTE OF ENGG AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,23,No,No,AHALIA SCHOOL OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,37,No,No,AHALIA SCHOOL OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,43,No,No,AHALIA SCHOOL OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,48,No,No,AHALIA SCHOOL OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,11,No,No,AHALIA SCHOOL OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,25,No,No,AL AZHAR COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,AUTOMOBILE ENGINEERING,B.Tech,Full Time,60,14,No,No,AL AZHAR COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,Admissions Pending,No,No,AL AZHAR COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,37,No,No,AL AZHAR COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,120,40,No,No,AL AZHAR COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,20,Yes,No,AL-AMEEN COLLEGE, KULAPPULLY, SHORANUR-2 ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,120,59,Yes,No,AL-AMEEN COLLEGE, KULAPPULLY, SHORANUR-2 ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,54,Yes,No,AL-AMEEN COLLEGE, KULAPPULLY, SHORANUR-2 ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,24,Yes,No,AL-AMEEN COLLEGE, KULAPPULLY, SHORANUR-2 ( Private )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(ELECTRONICS AND COMMUNICATION ENGINEERING),M.Tech,Full Time,18,6,No,No,AL-AMEEN COLLEGE, KULAPPULLY, SHORANUR-2 ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(ELECTRICAL AND ELECTRONICS ENGINEERING),M.Tech,Full Time,18,9,No,No,AL-AMEEN COLLEGE, KULAPPULLY, SHORANUR-2 ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,11,Yes,No,ALBERTIAN INSTITUTE OF SCIENCE AND TECHNOLOGY (AISAT)- TECHNICAL CAMPUS ( Private )
