Program Category,Program Name,Degree,Program Type,Sanctioned Intake,Actual Intake,NRI,PIO,clg_name
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING),M.Tech,Full Time,24,16,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(IMAGE PROCESSING),M.Tech,Full Time,24,3,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,23,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,48,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,21,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,45,4,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,45,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,B.Tech,Full Time,60,10,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,8,No,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(WIRELESS TECHNOLOGY),M.Tech,Full Time,24,5,No,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,13,Yes,No,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,25,Yes,No,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,16,Yes,No,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,41,Yes,No,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(POWER ELECTRONICS),M.Tech,Full Time,24,1,Yes,No,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,24,1,Yes,No,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,24,2,Yes,No,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,20,No,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,47,No,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,49,No,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,32,No,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,22,No,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,47,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,50,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,52,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,63,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,14,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,11,No,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,51,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,29,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,55,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,30,13,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,27,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
Architecture and Town Planning,ARCHITECTURE,B.Arch,Full Time,40,41,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Part Time,40,33,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,125,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Part Time,40,Admissions Pending,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,120,127,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,63,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Part Time,45,Admissions Pending,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,120,119,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,63,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,ELECTRICAL ENGINEERING,B.Tech,Part Time,40,Admissions Pending,No,No,COLLEGE OF ENGINEERING TRIVANDRUM ( Government )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,52,Yes,No,COLLEGE OF ENGINEERING VADAKARA ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,34,Yes,No,COLLEGE OF ENGINEERING VADAKARA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,58,Yes,No,COLLEGE OF ENGINEERING VADAKARA ( Government Self financing )
Engineering and Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,B.Tech,Full Time,60,8,Yes,No,COLLEGE OF ENGINEERING VADAKARA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,21,Yes,No,COLLEGE OF ENGINEERING VADAKARA ( Government Self financing )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,17,Yes,No,COLLEGE OF ENGINEERING VADAKARA ( Government Self financing )
MCA,MASTER OF COMPUTER APPLICATIONS,MCA,Full Time,60,11,No,No,COLLEGE OF ENGINEERING VADAKARA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,16,Yes,No,COLLEGE OF ENGINEERING, PATHANAPURAM ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,36,Yes,No,COLLEGE OF ENGINEERING, PATHANAPURAM ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,60,Yes,No,COLLEGE OF ENGINEERING, PATHANAPURAM ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,47,Yes,No,COLLEGE OF ENGINEERING, PATHANAPURAM ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,23,Yes,No,COLLEGE OF ENGINEERING, PATHANAPURAM ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,45,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,84,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,43,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,58,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,61,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,63,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING),M.Tech,Full Time,24,24,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING(MANUFACTURING SYSTEMS MANAGEMENT),M.Tech,Full Time,24,9,Yes,No,COLLEGE OF ENGINEERING, THALASSERY ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,20,No,No,COLLEGE OF ENGINEERING,POONJAR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,10,No,No,COLLEGE OF ENGINEERING,POONJAR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,7,No,No,COLLEGE OF ENGINEERING,POONJAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,24,4,No,No,COLLEGE OF ENGINEERING,POONJAR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING),M.Tech,Full Time,24,Admissions Pending,No,No,COLLEGE OF ENGINEERING,POONJAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(CYBER FORENSICS AND INFORMATION SECURITY),M.Tech,Full Time,18,11,No,No,ER&DCI INSTITUTE OF TECHNOLOGY ( Central Government Self Financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,18,8,No,No,ER&DCI INSTITUTE OF TECHNOLOGY ( Central Government Self Financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,34,Yes,No,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,58,Yes,No,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,44,Yes,No,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS ( Private )
Engineering and Technology,SAFETY AND FIRE ENGINEERING,B.Tech,Full Time,60,12,Yes,No,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,26,Yes,No,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,120,120,Yes,Yes,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,125,Yes,Yes,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,120,109,Yes,Yes,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,94,Yes,Yes,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,B.Tech,Full Time,60,35,Yes,Yes,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,61,Yes,Yes,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND INFORMATION SYSTEM),M.Tech,Full Time,24,8,No,No,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,MECHANICAL ENGINEERING(COMPUTER INTEGRATED MANUFACTURING),M.Tech,Full Time,18,Admissions Pending,No,No,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(COMMUNICATION ENGINEERING),M.Tech,Full Time,24,6,No,No,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,24,13,No,No,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT) ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,63,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,90,93,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,64,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,B.Tech,Full Time,60,62,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,58,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(POWER ELECTRONICS AND DRIVES),M.Tech,Full Time,18,17,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,CIVIL ENGINEERING(COMPUTER AIDED STRUCTURAL ENGINEERING),M.Tech,Full Time,18,17,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,MECHANICAL ENGINEERING(ADVANCED MANUFACTURING AND MECHANICAL SYSTEMS DESIGN),M.Tech,Full Time,18,18,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING AND EMBEDDED SYSTEMS),M.Tech,Full Time,18,18,No,No,GOVERNMENT COLLEGE OF ENGINEERING KANNUR ( Government )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,51,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,44,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,48,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,46,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,45,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,INFORMATION TECHNOLOGY(NETWORK ENGINEERING),M.Tech,Full Time,18,16,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND SYSTEMS ENGINEERING),M.Tech,Full Time,18,18,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,18,17,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(POWER ELECTRONICS AND CONTROL),M.Tech,Full Time,18,18,No,No,GOVERNMENT ENGINEERING COLLEGE IDUKKI ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,53,No,No,GOVERNMENT ENGINEERING COLLEGE SREEKRISHNAPURAM ( Government )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,62,No,No,GOVERNMENT ENGINEERING COLLEGE SREEKRISHNAPURAM ( Government )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,58,No,No,GOVERNMENT ENGINEERING COLLEGE SREEKRISHNAPURAM ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,57,No,No,GOVERNMENT ENGINEERING COLLEGE SREEKRISHNAPURAM ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,58,No,No,GOVERNMENT ENGINEERING COLLEGE SREEKRISHNAPURAM ( Government )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTATIONAL LINGUISTICS),M.Tech,Full Time,18,18,No,No,GOVERNMENT ENGINEERING COLLEGE SREEKRISHNAPURAM ( Government )
Architecture and Town Planning,ARCHITECTURE,B.Arch,Full Time,40,41,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,100,101,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,90,94,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,62,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,CHEMICAL ENGINEERING,B.Tech,Full Time,60,49,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,100,106,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,63,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,PRODUCTION ENGINEERING,B.Tech,Full Time,30,29,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Architecture and Town Planning,Urban Planning(Urban Planning),M. Planning,Full Time,18,18,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,MECHANICAL ENGINEERING(PRODUCTION ENGINEERING),M.Tech,Full Time,18,18,No,No,GOVERNMENT ENGINEERING COLLEGE THRISSUR ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,45,No,No,GOVERNMENT ENGINEERING COLLEGE, WAYANAD ( Government )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,52,No,No,GOVERNMENT ENGINEERING COLLEGE, WAYANAD ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Part Time,30,Admissions Pending,No,No,GOVERNMENT ENGINEERING COLLEGE, WAYANAD ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,93,No,No,GOVERNMENT ENGINEERING COLLEGE, WAYANAD ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,44,No,No,GOVERNMENT ENGINEERING COLLEGE, WAYANAD ( Government )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(NETWORKS AND SECURITY),M.Tech,Full Time,18,18,No,No,GOVERNMENT ENGINEERING COLLEGE, WAYANAD ( Government )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(COMMUNICATION ENGINEERING AND SIGNAL PROCESSING),M.Tech,Full Time,18,18,No,No,GOVERNMENT ENGINEERING COLLEGE, WAYANAD ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,62,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,59,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,53,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,62,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,59,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,MECHANICAL ENGINEERING(MACHINE DESIGN),M.Tech,Full Time,18,18,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING),M.Tech,Full Time,18,18,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,INFORMATION TECHNOLOGY(NETWORK ENGINEERING),M.Tech,Full Time,18,18,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(POWER SYSTEM AND CONTROL),M.Tech,Full Time,18,18,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,INTER DISCIPLINARY(TRANSLATIONAL ENGINEERING),M.Tech,Full Time,18,9,No,No,GOVT. ENGINEERING COLLEGE, BARTON HILL ( Government )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Part Time,60,Admissions Pending,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,60,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,60,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,APPLIED ELECTRONICS & INSTRUMENTATION ENGINEERING,B.Tech,Full Time,60,50,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,61,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,CHEMICAL ENGINEERING,B.Tech,Full Time,60,59,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING),M.Tech,Full Time,18,18,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,MECHANICAL ENGINEERING(ENERGY SYSTEMS ANALYSIS AND DESIGN),M.Tech,Full Time,18,18,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,CHEMICAL ENGINEERING(COMPUTER AIDED PROCESS DESIGN),M.Tech,Full Time,18,9,No,No,GOVT. ENGINEERING COLLEGE, KOZHIKODE ( Government )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,37,No,No,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,6,No,No,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,22,No,No,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,19,No,No,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,6,No,No,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(CYBER SECURITY),M.Tech,Full Time,24,2,No,No,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(COMMUNICATION ENGINEERING),M.Tech,Full Time,24,4,No,No,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,29,Yes,Yes,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY (HCET) ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,47,Yes,Yes,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY (HCET) ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,37,Yes,Yes,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY (HCET) ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,23,Yes,Yes,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY (HCET) ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,31,Yes,Yes,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY (HCET) ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,4,No,Yes,HOLY GRACE ACADEMY OF ENGINEERING ( Private )
