"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"MAC
M A College of Engineering, Kothamangalam.","G","3039","4512","3633","3903","5073","9515","6935","-","-","-","31611","39627","PD:41345"
