"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"UCC
Calicut Unity. Institute of Engineering & Tech., Tenhipalam.","N","51431","-","-","-","-","-","-","-","-","-","-","-",""
