"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"TCR
Govt. Engineering College,Thrissur.","G","11542","14726","13837","12220","25653","28817","13296","-","30434","28760","48440","-","CC:28 EW:39576"
