Program Category,Program Name,Degree,Program Type,Sanctioned Intake,Actual Intake,NRI,PIO,clg_name
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,60,Yes,No,ALBERTIAN INSTITUTE OF SCIENCE AND TECHNOLOGY (AISAT)- TECHNICAL CAMPUS ( Private )
Engineering and Technology,CIVIL ENGINEERING(GEOMECHANICS AND STRUCTURES),M.Tech,Full Time,18,11,No,No,ALBERTIAN INSTITUTE OF SCIENCE AND TECHNOLOGY (AISAT)- TECHNICAL CAMPUS ( Private )
Engineering and Technology,FOOD TECHNOLOGY,B.Tech,Full Time,60,60,Yes,No,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,120,141,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,METALLURGICAL & MATERIALS ENGINEERING,B.Tech,Full Time,60,6,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,CHEMICAL ENGINEERING,B.Tech,Full Time,60,65,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,72,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,MECHANICAL ENGINEERING (AUTOMOBILE),B.Tech,Full Time,60,41,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,120,76,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,INFORMATION TECHNOLOGY,B.Tech,Full Time,60,62,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,77,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,27,Yes,Yes,AMAL JYOTHI COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,43,Yes,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,17,Yes,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,59,Yes,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,14,Yes,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,32,Yes,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI DESIGN),M.Tech,Full Time,9,Admissions Pending,No,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,CIVIL ENGINEERING(STRUCTURAL ENGINEERING),M.Tech,Full Time,18,17,No,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND ENGINEERING),M.Tech,Full Time,18,2,No,No,AWH ENGINEERING COLLEGE ( Private )
MCA,MCA TWO YEARS,MCA TWO YEARS,Full Time,15,15,Yes,No,AWH ENGINEERING COLLEGE ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,Admissions Pending,No,No,AXIS COLLEGE OF ENGINEERING & TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,Admissions Pending,No,No,AXIS COLLEGE OF ENGINEERING & TECHNOLOGY ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,No,No,AXIS COLLEGE OF ENGINEERING & TECHNOLOGY ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,Admissions Pending,No,No,AXIS COLLEGE OF ENGINEERING & TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,Admissions Pending,No,No,AXIS COLLEGE OF ENGINEERING & TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,17,Yes,No,BASELIOS MATHEWS II COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,13,Yes,No,BASELIOS MATHEWS II COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,60,Yes,No,BASELIOS MATHEWS II COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,22,Yes,No,BASELIOS MATHEWS II COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,49,Yes,No,BASELIOS MATHEWS II COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND ENGINEERING),M.Tech,Full Time,18,6,No,No,BASELIOS MATHEWS II COLLEGE OF ENGINEERING ( Private )
Architecture and Town Planning,ARCHITECTURE,B.Arch,Full Time,40,38,Yes,No,BISHOP JEROME INSTITUTE ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,18,Yes,No,BISHOP JEROME INSTITUTE ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,47,Yes,No,BISHOP JEROME INSTITUTE ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,32,Yes,No,BISHOP JEROME INSTITUTE ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,15,Yes,No,BISHOP JEROME INSTITUTE ( Private )
Management,MASTERS IN BUSINESS ADMINISTRATION,MBA,Full Time,60,45,No,No,BISHOP JEROME INSTITUTE ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,53,Yes,No,CARMEL COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,63,Yes,No,CARMEL COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,57,Yes,No,CARMEL COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,59,Yes,No,CARMEL COLLEGE OF ENGINEERING AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,38,Yes,No,CHRIST COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,52,Yes,No,CHRIST COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,54,Yes,No,CHRIST COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,63,Yes,No,CHRIST COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,50,Yes,No,CHRIST COLLEGE OF ENGINEERING ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,21,Admissions Pending,Yes,No,CHRIST KNOWLEDGE CITY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,21,2,Yes,No,CHRIST KNOWLEDGE CITY ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,21,Admissions Pending,Yes,No,CHRIST KNOWLEDGE CITY ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,21,Admissions Pending,Yes,No,CHRIST KNOWLEDGE CITY ( Private )
Engineering and Technology,NAVAL ARCHITECTURE & SHIP BUILDING ENGG,B.Tech,Full Time,42,12,Yes,No,CHRIST KNOWLEDGE CITY ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,120,Admissions Pending,No,No,COCHIN INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND ENGINEERING),M.Tech,Full Time,18,Admissions Pending,No,No,COCHIN INSTITUTE OF SCIENCE AND TECHNOLOGY ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,5,No,No,COLLEGE OF ENGINEERING, KOTTARAKKARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,37,No,No,COLLEGE OF ENGINEERING, KOTTARAKKARA ( Government Self financing )
Architecture and Town Planning,ARCHITECTURE,B.Arch,Full Time,120,124,No,No,COLLEGE OF ARCHITECTURE TRIVANDRUM ( Private )
Applied Arts Crafts and Design,Design,B.Des,Full Time,60,24,No,No,COLLEGE OF ARCHITECTURE TRIVANDRUM ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,11,Yes,No,COLLEGE OF ENGINEERING KALLOOPPARA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,14,Yes,No,COLLEGE OF ENGINEERING KALLOOPPARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,65,Yes,No,COLLEGE OF ENGINEERING KALLOOPPARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(CYBER FORENSICS AND INFORMATION SECURITY),M.Tech,Full Time,18,14,No,No,COLLEGE OF ENGINEERING KALLOOPPARA ( Government Self financing )
Architecture and Town Planning,ARCHITECTURE,B.Arch,Full Time,40,36,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,4,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,25,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,13,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,7,Yes,No,COLLEGE OF ENGINEERING & TECHNOLOGY-PAYYANUR ( Private )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,54,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,120,63,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,28,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,11,Yes,No,COLLEGE OF ENGINEERING ADOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,17,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,71,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,13,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,21,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,37,Yes,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER SCIENCE AND ENGINEERING),M.Tech,Full Time,18,4,No,No,COLLEGE OF ENGINEERING AND MANAGEMENT, PUNNAPRA ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,7,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,48,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,6,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,29,Yes,No,COLLEGE OF ENGINEERING ARANMULA ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,26,No,No,COLLEGE OF ENGINEERING ATTINGAL ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,54,No,No,COLLEGE OF ENGINEERING ATTINGAL ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,21,No,No,COLLEGE OF ENGINEERING ATTINGAL ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,120,71,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,120,127,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,120,79,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,B.Tech,Full Time,60,12,Yes,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(IMAGE PROCESSING),M.Tech,Full Time,18,8,No,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,18,7,No,No,COLLEGE OF ENGINEERING CHENGANNUR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,17,Yes,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,78,Yes,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,21,Yes,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,2,No,No,COLLEGE OF ENGINEERING CHERTHALA ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,18,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,10,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,53,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,19,Yes,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(SIGNAL PROCESSING),M.Tech,Full Time,18,Admissions Pending,No,No,COLLEGE OF ENGINEERING KARUNAGAPPALLY ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,28,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,37,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,25,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,93,Yes,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,4,No,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(WIRELESS TECHNOLOGY),M.Tech,Full Time,12,3,No,No,COLLEGE OF ENGINEERING KIDANGOOR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,30,8,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,37,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,30,7,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,22,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING(POWER ELECTRONICS),M.Tech,Full Time,18,Admissions Pending,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,1,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRONICS AND COMMUNICATION ENGINEERING(VLSI AND EMBEDDED SYSTEMS),M.Tech,Full Time,18,1,Yes,Yes,COLLEGE OF ENGINEERING MUNNAR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,27,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,41,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,24,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,60,44,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,60,13,Yes,No,COLLEGE OF ENGINEERING MUTTATHARA ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,93,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,45,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,B.Tech,Full Time,90,69,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,MECHANICAL ENGINEERING,B.Tech,Full Time,60,54,Yes,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING(COMPUTER AND INFORMATION SCIENCE),M.Tech,Full Time,18,8,No,No,COLLEGE OF ENGINEERING PERUMON ( Government Self financing )
Engineering and Technology,COMPUTER SCIENCE & ENGINEERING,B.Tech,Full Time,90,86,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,B.Tech,Full Time,60,29,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
Engineering and Technology,CIVIL ENGINEERING,B.Tech,Full Time,60,49,Yes,No,COLLEGE OF ENGINEERING TRIKARIPUR ( Government Self financing )
