"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"SCT
S C T College of Engineering, Pappanamcode, TVPM","N","23740","25504","35016","-","-","-","27271","-","-","-","53082","-","EW:30195 MG:50247"
