"Name of College","Type","SM","EZ","MU","BH","LA","DV","VK","BX","KU","KN","SC","ST","Other Categories"
"RIE
Rajadhani Institute of Engineering & Tech., Attingal.","S","37710","43226","51979","47611","-","-","-","-","-","-","53107","-","EW:43785"
